Csa00511s160
Csa10g038720
Csa11g005430
Csa11g007400
Csa11g007410
Csa11g008720
Csa11g008730
Csa11g008740
Csa11g009270
Csa11g011510
Csa11g012410
Csa11g014560
Csa11g017130
Csa11g018770
Csa11g019530
Csa11g020530
Csa11g021040
Csa11g023430
Csa11g023440
Csa11g024120
Csa11g025640
Csa11g031210
Csa11g031220
Csa11g031230
Csa11g031240
Csa11g032900
Csa11g032960
Csa11g033830
Csa11g035060
Csa11g038690
Csa11g038700
Csa11g043130
Csa11g043330
Csa11g044740
Csa11g044750
Csa11g063980
Csa11g064070
Csa11g064400
Csa11g064410
Csa11g064450
Csa11g065710
Csa11g068200
Csa11g070810
Csa11g071140
Csa11g071650
Csa11g072130
Csa11g073460
Csa11g073470
Csa11g074360
Csa11g077030
Csa11g078360
Csa11g084330
Csa11g084730
Csa11g091410
Csa11g092580
Csa11g093610
Csa11g094180
Csa11g101570
Csa11g102300
Csa12g005150
Csa12g009060
Csa12g009440
Csa12g009450
Csa12g009950
Csa12g014590
Csa12g016160
Csa12g020490
Csa12g024850
Csa12g026430
Csa12g028170
Csa12g030160
Csa12g030590
Csa12g034020
Csa12g034030
Csa12g034900
Csa12g038660
Csa12g047190
Csa12g047210
Csa12g047220
Csa12g048240
Csa12g049920
Csa12g050960
Csa12g053040
Csa12g057390
Csa12g057400
Csa12g060050
Csa12g061290
Csa12g065690
Csa12g065930
Csa12g069570
Csa13g006520
Csa13g007570
Csa13g010550
Csa13g011350
Csa13g011920
Csa13g012250
Csa13g018350
Csa13g019040
Csa13g019050
Csa13g019190
Csa13g021090
Csa13g025900
Csa13g025970
Csa13g027780
Csa13g030500
Csa13g036280
Csa13g036670
Csa13g048130
Csa13g050380
Csa13g052810
Csa13g056910
Csa14g001390
Csa14g001860
Csa14g002040
Csa14g003110
Csa14g005360
Csa14g005370
Csa14g005930
Csa14g007470
Csa14g007490
Csa14g007700
Csa14g007750
Csa14g007760
Csa14g007960
Csa14g008820
Csa14g009130
Csa14g009990
Csa14g010030
Csa14g022180
Csa14g024750
Csa14g027630
Csa14g027640
Csa14g030920
Csa14g033940
Csa14g034610
Csa14g034630
Csa14g034720
Csa14g037700
Csa14g042450
Csa14g042700
Csa14g047190
Csa14g047280
Csa14g047290
Csa14g048970
Csa14g049230
Csa14g055640
Csa14g064720
Csa15g002240
Csa15g002250
Csa15g002270
Csa15g002290
Csa15g002300
Csa15g003870
Csa15g003890
Csa15g005320
Csa15g006200
Csa15g007500
Csa15g008470
Csa15g008510
Csa15g014910
Csa15g015870
Csa15g016000
Csa15g020390
Csa15g020490
Csa15g020510
Csa15g020520
Csa15g021020
Csa15g047040
Csa15g052810
Csa15g055530
Csa15g055690
Csa15g064480
Csa15g064630
Csa15g071180
Csa15g072100
Csa16g003160
Csa16g003620
Csa16g005560
Csa16g008170
Csa16g012010
Csa16g014700
Csa16g014970
Csa16g015580
Csa16g016450
Csa16g020350
Csa16g022880
Csa16g027640
Csa16g027660
Csa16g028550
Csa16g030860
Csa16g031080
Csa16g031150
Csa16g032890
Csa16g038860
Csa16g040270
Csa16g041280
Csa16g041780
Csa16g043960
Csa16g044530
Csa16g044640
Csa16g047830
Csa16g050700
Csa16g050830
Csa16g055340
Csa16g056420
Csa16g057140
Csa16g057440
Csa17g001600
Csa17g001740
Csa17g002220
Csa17g003990
Csa17g007350
Csa17g007360
Csa17g007380
Csa17g007970
Csa17g009480
Csa17g009490
Csa17g009500
Csa17g009510
Csa17g009720
Csa17g009740
Csa17g009750
Csa17g009940
Csa17g010790
Csa17g011150
Csa17g011970
Csa17g012010
Csa17g019670
Csa17g023610
Csa17g025260
Csa17g029380
Csa17g030920
Csa17g030930
Csa17g035040
Csa17g035670
Csa17g035710
Csa17g035720
Csa17g035810
Csa17g043080
Csa17g051860
Csa17g054180
Csa17g070600
Csa17g070860
Csa17g083150
Csa17g094610
Csa18g002090
Csa18g002190
Csa18g002460
Csa18g002470
Csa18g003740
Csa18g009900
Csa18g010110
Csa18g010580
Csa18g011050
Csa18g012690
Csa18g012700
Csa18g014310
Csa18g016090
Csa18g017450
Csa18g020170
Csa18g023520
Csa18g023880
Csa18g030890
Csa18g032030
Csa18g033050
Csa18g033650
Csa18g038060
Csa18g038810
Csa19g004690
Csa19g004720
Csa19g004740
Csa19g004750
Csa19g006190
Csa19g006210
Csa19g006590
Csa19g007270
Csa19g008560
Csa19g010540
Csa19g015230
Csa19g016150
Csa19g016160
Csa19g016350
Csa19g022540
Csa19g022640
Csa19g022670
Csa19g023040
Csa19g035480
Csa19g037960
Csa19g039640
Csa19g039770
Csa19g039780
Csa19g043540
Csa19g046290
Csa19g050830
Csa20g005730
Csa20g006850
Csa20g011980
Csa20g012840
Csa20g015430
Csa20g015800
Csa20g022050
Csa20g023910
Csa20g023920
Csa20g024230
Csa20g026570
Csa20g036060
Csa20g036070
Csa20g036130
Csa20g038120
Csa20g039320
Csa20g041140
Csa20g044900
Csa20g050450
Csa20g055600
Csa20g058900
Csa20g066680
Csa20g067180
Csa20g068670
Csa20g068940
Csa20g079430
Csa20g081800
Csa20g081810
Csa20g081820
Csa20g082110
Csa20g082210
